"start_time","end_time","start_station_id","end_station_id","start_lat","start_lon","end_lat","end_lon"
"10/3/2016 12:28","10/3/2016 12:33","3052","3064",34.051102,-118.264557,34.04681,-118.256981
"10/3/2016 12:28","10/3/2016 12:33","3052","3064",34.051102,-118.264557,34.04681,-118.256981
"10/3/2016 12:31","10/3/2016 12:40","3069","3074",34.05088,-118.248253,34.04417,-118.261169
"10/3/2016 12:33","10/3/2016 12:43","3038","3064",34.046822,-118.248352,34.04681,-118.256981
"10/3/2016 12:34","10/3/2016 12:43","3038","3064",34.046822,-118.248352,34.04681,-118.256981
"10/3/2016 12:34","10/3/2016 12:45","3064","3035",34.04681,-118.256981,34.048401,-118.260948
"10/3/2016 12:35","10/3/2016 13:07","3006","3064",34.04554,-118.256668,34.04681,-118.256981
"10/3/2016 12:38","10/3/2016 12:50","3064","3069",34.04681,-118.256981,34.05088,-118.248253
"10/3/2016 12:38","10/3/2016 12:50","3064","3069",34.04681,-118.256981,34.05088,-118.248253
"10/3/2016 12:39","10/3/2016 12:44","3007","3031",34.05048,-118.254593,34.044701,-118.252441
"10/3/2016 12:40","10/3/2016 12:50","3064","3069",34.04681,-118.256981,34.05088,-118.248253
"10/3/2016 12:41","10/3/2016 13:03","3067","3026",34.045181,-118.250237,34.063179,-118.24588
"10/3/2016 12:42","10/3/2016 13:05","3014","3016",34.05661,-118.237213,34.052898,-118.241562
"10/3/2016 12:42","10/3/2016 13:02","3027","3027",34.04998,-118.247162,34.04998,-118.247162
"10/3/2016 12:43","10/3/2016 13:05","3042","3063",34.049301,-118.238808,34.049198,-118.252831
"10/3/2016 12:43","10/3/2016 13:02","3027","3027",34.04998,-118.247162,34.04998,-118.247162
"10/3/2016 12:44","10/3/2016 12:52","3022","3036",34.04607,-118.233093,34.039188,-118.232529
"10/3/2016 12:45","10/3/2016 13:01","3014","3022",34.05661,-118.237213,34.04607,-118.233093
"10/3/2016 12:45","10/3/2016 12:50","3062","3046",34.047749,-118.243172,34.05302,-118.247948
"10/3/2016 12:48","10/3/2016 12:54","3076","3019",34.0406,-118.253838,34.038609,-118.260857
"10/3/2016 12:49","10/3/2016 12:54","3048","3022",34.041691,-118.235352,34.04607,-118.233093
"10/3/2016 12:50","10/3/2016 12:58","3023","3066",34.050911,-118.240967,34.063389,-118.23616
"10/3/2016 12:51","10/3/2016 12:57","3074","3032",34.04417,-118.261169,34.049889,-118.255882
"10/3/2016 12:53","10/3/2016 14:02","3046","3005",34.05302,-118.247948,34.04855,-118.259048
"10/3/2016 12:55","10/3/2016 13:03","3033","3008",34.040989,-118.255798,34.046612,-118.262733
"10/3/2016 12:56","10/3/2016 13:03","3075","3074",34.04211,-118.256187,34.04417,-118.261169
"10/3/2016 12:57","10/3/2016 13:01","3062","3069",34.047749,-118.243172,34.05088,-118.248253
"10/3/2016 12:58","10/3/2016 14:03","3064","3006",34.04681,-118.256981,34.04554,-118.256668
"10/3/2016 12:58","10/3/2016 13:04","3067","3035",34.045181,-118.250237,34.048401,-118.260948
"10/3/2016 13:02","10/3/2016 13:20","3006","3082",34.04554,-118.256668,34.04652,-118.237411
"10/3/2016 13:02","10/3/2016 13:15","3060","3038",34.034882,-118.25769,34.046822,-118.248352
"10/3/2016 13:02","10/3/2016 13:06","3034","3035",34.042061,-118.263382,34.048401,-118.260948
"10/3/2016 13:04","10/3/2016 13:09","3038","3030",34.046822,-118.248352,34.051941,-118.24353
"10/3/2016 13:06","10/3/2016 13:49","3038","3036",34.046822,-118.248352,34.039188,-118.232529
"10/3/2016 13:07","10/3/2016 13:49","3038","3036",34.046822,-118.248352,34.039188,-118.232529
"10/3/2016 13:08","10/3/2016 13:18","3058","3055",34.035801,-118.23317,34.044159,-118.251579
"10/3/2016 13:09","10/3/2016 13:18","3030","3027",34.051941,-118.24353,34.04998,-118.247162
"10/3/2016 13:09","10/3/2016 13:49","3029","3036",34.048851,-118.246422,34.039188,-118.232529
"10/3/2016 13:11","10/3/2016 13:19","3067","3082",34.045181,-118.250237,34.04652,-118.237411
"10/3/2016 13:13","10/3/2016 13:26","3048","3007",34.041691,-118.235352,34.05048,-118.254593
"10/3/2016 13:15","10/3/2016 13:19","3016","3079",34.052898,-118.241562,34.05014,-118.233238
"10/3/2016 13:16","10/3/2016 13:24","3069","3064",34.05088,-118.248253,34.04681,-118.256981
"10/3/2016 13:16","10/3/2016 13:24","3069","3064",34.05088,-118.248253,34.04681,-118.256981
"10/3/2016 13:16","10/3/2016 13:24","3069","3064",34.05088,-118.248253,34.04681,-118.256981
"10/3/2016 13:17","10/3/2016 13:31","3058","3058",34.035801,-118.23317,34.035801,-118.23317
"10/3/2016 13:17","10/3/2016 13:22","3067","3062",34.045181,-118.250237,34.047749,-118.243172
"10/3/2016 13:19","10/3/2016 13:51","3032","3032",34.049889,-118.255882,34.049889,-118.255882
"10/3/2016 13:19","10/3/2016 13:30","3031","3022",34.044701,-118.252441,34.04607,-118.233093
"10/3/2016 13:19","10/3/2016 13:31","3064","3020",34.04681,-118.256981,34.031052,-118.26709
"10/3/2016 13:20","10/3/2016 13:51","3032","3032",34.049889,-118.255882,34.049889,-118.255882
"10/3/2016 13:24","10/3/2016 13:28","3074","3075",34.04417,-118.261169,34.04211,-118.256187
"10/3/2016 13:24","10/3/2016 13:37","3076","3081",34.0406,-118.253838,34.031891,-118.250183
"10/3/2016 13:30","10/3/2016 13:50","3069","3022",34.05088,-118.248253,34.04607,-118.233093
"10/3/2016 13:31","10/3/2016 13:50","3069","3022",34.05088,-118.248253,34.04607,-118.233093
"10/3/2016 13:32","10/3/2016 13:40","3035","3034",34.048401,-118.260948,34.042061,-118.263382
"10/3/2016 13:32","10/3/2016 14:33","3037","3038",34.034801,-118.231277,34.046822,-118.248352
"10/3/2016 13:33","10/3/2016 13:44","3064","3038",34.04681,-118.256981,34.046822,-118.248352
"10/3/2016 13:34","10/3/2016 13:44","3064","3038",34.04681,-118.256981,34.046822,-118.248352
"10/3/2016 13:36","10/3/2016 14:02","3068","3005",34.0532,-118.250954,34.04855,-118.259048
"10/3/2016 13:37","10/3/2016 14:02","3068","3005",34.0532,-118.250954,34.04855,-118.259048
"10/3/2016 13:44","10/3/2016 13:52","3046","3007",34.05302,-118.247948,34.05048,-118.254593
"10/3/2016 13:46","10/3/2016 13:57","3014","3027",34.05661,-118.237213,34.04998,-118.247162
"10/3/2016 13:50","10/3/2016 13:58","3008","3033",34.046612,-118.262733,34.040989,-118.255798
"10/3/2016 13:51","10/3/2016 13:55","3027","3063",34.04998,-118.247162,34.049198,-118.252831
"10/3/2016 13:51","10/3/2016 13:56","3027","3030",34.04998,-118.247162,34.051941,-118.24353
"10/3/2016 13:54","10/3/2016 14:02","3027","3022",34.04998,-118.247162,34.04607,-118.233093
"10/3/2016 13:56","10/3/2016 14:10","3026","3022",34.063179,-118.24588,34.04607,-118.233093
"10/3/2016 14:02","10/3/2016 14:12","3074","3067",34.04417,-118.261169,34.045181,-118.250237
"10/3/2016 14:02","10/3/2016 14:22","3052","3076",34.051102,-118.264557,34.0406,-118.253838
"10/3/2016 14:03","10/3/2016 14:22","3052","3076",34.051102,-118.264557,34.0406,-118.253838
"10/3/2016 14:03","10/3/2016 14:12","3005","3069",34.04855,-118.259048,34.05088,-118.248253
"10/3/2016 14:04","10/3/2016 14:09","3055","3063",34.044159,-118.251579,34.049198,-118.252831
"10/3/2016 14:11","10/3/2016 14:21","3074","3063",34.04417,-118.261169,34.049198,-118.252831
"10/3/2016 14:11","10/3/2016 14:58","3034","3034",34.042061,-118.263382,34.042061,-118.263382
"10/3/2016 14:13","10/3/2016 14:58","3034","3034",34.042061,-118.263382,34.042061,-118.263382
"10/3/2016 14:13","10/3/2016 14:20","3008","3051",34.046612,-118.262733,34.045422,-118.253517
"10/3/2016 14:13","10/3/2016 14:57","3034","3034",34.042061,-118.263382,34.042061,-118.263382
"10/3/2016 14:16","10/3/2016 14:29","3068","3042",34.0532,-118.250954,34.049301,-118.238808
"10/3/2016 14:16","10/3/2016 14:58","3034","3034",34.042061,-118.263382,34.042061,-118.263382
"10/3/2016 14:20","10/3/2016 14:24","3035","3034",34.048401,-118.260948,34.042061,-118.263382
"10/3/2016 14:21","10/3/2016 14:26","3062","3067",34.047749,-118.243172,34.045181,-118.250237
"10/3/2016 14:22","10/3/2016 14:35","3007","3068",34.05048,-118.254593,34.0532,-118.250954
"10/3/2016 14:23","10/3/2016 14:42","3035","3025",34.048401,-118.260948,34.03286,-118.268082
"10/3/2016 14:32","10/3/2016 14:36","3058","3036",34.035801,-118.23317,34.039188,-118.232529
"10/3/2016 14:35","10/3/2016 14:46","3069","3005",34.05088,-118.248253,34.04855,-118.259048
"10/3/2016 14:37","10/3/2016 14:42","3008","3005",34.046612,-118.262733,34.04855,-118.259048
"10/3/2016 14:37","10/3/2016 14:54","3023","3005",34.050911,-118.240967,34.04855,-118.259048
"10/3/2016 14:39","10/3/2016 14:49","3006","3060",34.04554,-118.256668,34.034882,-118.25769
